,Year,From_League,To_League,Longitude,Latitude,Distinction,Season,From_League_name,To_League_name,Fee_total,From_To,From_Country,new_distinction
408,2019,GB1,ES1,-3.75865870207564,42.3215573423296,11,19/20,Premier League,LaLiga,154540000,Premier LeagueLaLiga,United Kingdom,11
409,2019,GB1,ES1,-3.82210004698658,41.3296075558323,12,19/20,Premier League,LaLiga,154540000,Premier LeagueLaLiga,United Kingdom,12
410,2019,GB1,ES1,-3.85734794216713,40.3362562740284,13,19/20,Premier League,LaLiga,154540000,Premier LeagueLaLiga,United Kingdom,13
411,2019,ES1,IT1,-3.86096634570212,40.3337998805472,0,19/20,LaLiga,Serie A,131800000,LaLigaSerie A,Spain,0
412,2019,ES1,IT1,-2.87153041486559,40.3160332611943,1,19/20,LaLiga,Serie A,131800000,LaLigaSerie A,Spain,1
413,2019,ES1,IT1,-1.88193665668721,40.3178519882105,2,19/20,LaLiga,Serie A,131800000,LaLigaSerie A,Spain,2
414,2019,ES1,IT1,-0.892572714483214,40.3392553491647,3,19/20,LaLiga,Serie A,131800000,LaLigaSerie A,Spain,3
415,2019,ES1,IT1,0.0961738584536387,40.3802349599399,4,19/20,LaLiga,Serie A,131800000,LaLigaSerie A,Spain,4
416,2019,ES1,IT1,1.08391575066612,40.4407747680175,5,19/20,LaLiga,Serie A,131800000,LaLigaSerie A,Spain,5
417,2019,ES1,IT1,2.07026604425032,40.5208510587654,6,19/20,LaLiga,Serie A,131800000,LaLigaSerie A,Spain,6
418,2019,ES1,IT1,3.05483836641879,40.6204324647273,7,19/20,LaLiga,Serie A,131800000,LaLigaSerie A,Spain,7
419,2019,ES1,IT1,4.03724704085048,40.7394799779102,8,19/20,LaLiga,Serie A,131800000,LaLigaSerie A,Spain,8
420,2019,ES1,IT1,5.01710723876747,40.8779469650644,9,19/20,LaLiga,Serie A,131800000,LaLigaSerie A,Spain,9
421,2019,ES1,IT1,5.99403512968044,41.0357791859507,10,19/20,LaLiga,Serie A,131800000,LaLigaSerie A,Spain,10
422,2019,ES1,IT1,6.96764803174218,41.2129148145876,11,19/20,LaLiga,Serie A,131800000,LaLigaSerie A,Spain,11
423,2019,ES1,IT1,7.93756456165165,41.4092844634693,12,19/20,LaLiga,Serie A,131800000,LaLigaSerie A,Spain,12
424,2019,ES1,IT1,8.90340478404955,41.6248112107466,13,19/20,LaLiga,Serie A,131800000,LaLigaSerie A,Spain,13
425,2019,ES1,IT1,9.86479036034626,41.8594106303585,14,19/20,LaLiga,Serie A,131800000,LaLigaSerie A,Spain,14
426,2019,ES1,IT1,10.8213446969245,42.1129908251034,15,19/20,LaLiga,Serie A,131800000,LaLigaSerie A,Spain,15
427,2019,ES1,IT1,11.7726930926587,42.3854524626373,16,19/20,LaLiga,Serie A,131800000,LaLigaSerie A,Spain,16
428,2019,ES1,IT1,12.7184628856923,42.6766888143841,17,19/20,LaLiga,Serie A,131800000,LaLigaSerie A,Spain,17
429,2019,IT1,ES1,12.7176342424351,42.6707410030026,0,19/20,Serie A,LaLiga,9000000,Serie ALaLiga,Italy,0
430,2019,IT1,ES1,11.7281966415119,42.6884143692046,1,19/20,Serie A,LaLiga,9000000,Serie ALaLiga,Italy,1
431,2019,IT1,ES1,10.7386030591414,42.6865023742496,2,19/20,Serie A,LaLiga,9000000,Serie ALaLiga,Italy,2
432,2019,IT1,ES1,9.74924113857098,42.6650057671034,3,19/20,Serie A,LaLiga,9000000,Serie ALaLiga,Italy,3
433,2019,IT1,ES1,8.76049843230154,42.6239329684093,4,19/20,Serie A,LaLiga,9000000,Serie ALaLiga,Italy,4
434,2019,IT1,ES1,7.77276225027555,42.5633000671896,5,19/20,Serie A,LaLiga,9000000,Serie ALaLiga,Italy,5
435,2019,IT1,ES1,6.7864195081602,42.4831308145428,6,19/20,Serie A,LaLiga,9000000,Serie ALaLiga,Italy,6
436,2019,IT1,ES1,5.80185657578486,42.3834566143402,7,19/20,Serie A,LaLiga,9000000,Serie ALaLiga,Italy,7
437,2019,IT1,ES1,4.81945912579245,42.264316510924,8,19/20,Serie A,LaLiga,9000000,Serie ALaLiga,Italy,8
438,2019,IT1,ES1,3.83961198256394,42.1257571738135,9,19/20,Serie A,LaLiga,9000000,Serie ALaLiga,Italy,9
439,2019,IT1,ES1,2.86269897147501,41.967832879423,10,19/20,Serie A,LaLiga,9000000,Serie ALaLiga,Italy,10
440,2019,IT1,ES1,1.88910276854414,41.7906054898011,11,19/20,Serie A,LaLiga,9000000,Serie ALaLiga,Italy,11
441,2019,IT1,ES1,0.91920475053089,41.5941444283982,12,19/20,Serie A,LaLiga,9000000,Serie ALaLiga,Italy,12
442,2019,IT1,ES1,-0.0466151544568518,41.3785266528715,13,19/20,Serie A,LaLiga,9000000,Serie ALaLiga,Italy,13
443,2019,IT1,ES1,-1.00797861578819,41.1438366249398,14,19/20,Serie A,LaLiga,9000000,Serie ALaLiga,Italy,14
444,2019,IT1,ES1,-1.96450904850876,40.8901662772974,15,19/20,Serie A,LaLiga,9000000,Serie ALaLiga,Italy,15
445,2019,IT1,ES1,-2.91583176085644,40.6176149776032,16,19/20,Serie A,LaLiga,9000000,Serie ALaLiga,Italy,16
446,2019,FR1,GB1,-1.23348391982723,52.9151915060127,0,19/20,Ligue 1,Premier League,287400000,Ligue 1Premier League,France,7
447,2019,FR1,GB1,-0.902825003039707,51.9487327557259,1,19/20,Ligue 1,Premier League,287400000,Ligue 1Premier League,France,6
448,2019,FR1,GB1,-0.50715773909986,51.007018759067,2,19/20,Ligue 1,Premier League,287400000,Ligue 1Premier League,France,5
449,2019,FR1,GB1,-0.0483169300224944,50.0944164649749,3,19/20,Ligue 1,Premier League,287400000,Ligue 1Premier League,France,4
450,2019,FR1,GB1,0.471569671614159,49.2151578245876,4,19/20,Ligue 1,Premier League,287400000,Ligue 1Premier League,France,3
451,2019,FR1,GB1,1.05009122955678,48.3733201666911,5,19/20,Ligue 1,Premier League,287400000,Ligue 1Premier League,France,2
452,2019,FR1,GB1,1.68456500349082,47.5728072901883,6,19/20,Ligue 1,Premier League,287400000,Ligue 1Premier League,France,1
453,2019,FR1,GB1,2.37204878953728,46.8173313612665,7,19/20,Ligue 1,Premier League,287400000,Ligue 1Premier League,France,0
454,2019,GB1,FR1,2.37176463018962,46.8119779916499,0,19/20,Premier League,Ligue 1,54500000,Premier LeagueLigue 1,United Kingdom,7
455,2019,GB1,FR1,2.04162192304799,47.7786132011153,1,19/20,Premier League,Ligue 1,54500000,Premier LeagueLigue 1,United Kingdom,6
456,2019,GB1,FR1,1.64645766244475,48.7205383798842,2,19/20,Premier League,Ligue 1,54500000,Premier LeagueLigue 1,United Kingdom,5
457,2019,GB1,FR1,1.18810431785012,49.6333855997167,3,19/20,Premier League,Ligue 1,54500000,Premier LeagueLigue 1,United Kingdom,4
458,2019,GB1,FR1,0.668687381355062,50.5129217736965,4,19/20,Premier League,Ligue 1,54500000,Premier LeagueLigue 1,United Kingdom,3
459,2019,GB1,FR1,0.0906155112653373,51.3550682860493,5,19/20,Premier League,Ligue 1,54500000,Premier LeagueLigue 1,United Kingdom,2
460,2019,GB1,FR1,-0.543430637412671,52.1559199056416,6,19/20,Premier League,Ligue 1,54500000,Premier LeagueLigue 1,United Kingdom,1
461,2019,GB1,FR1,-1.23051084379869,52.9117628954546,7,19/20,Premier League,Ligue 1,54500000,Premier LeagueLigue 1,United Kingdom,0
462,2019,FR1,IT1,2.37576335904583,46.814721861778,0,19/20,Ligue 1,Serie A,58500000,Ligue 1Serie A,France,0
463,2019,FR1,IT1,3.24330021862586,46.2823942206911,1,19/20,Ligue 1,Serie A,58500000,Ligue 1Serie A,France,1
464,2019,FR1,IT1,4.12839593265903,45.7798024408189,2,19/20,Ligue 1,Serie A,58500000,Ligue 1Serie A,France,2
465,2019,FR1,IT1,5.03003166459711,45.3075250571899,3,19/20,Ligue 1,Serie A,58500000,Ligue 1Serie A,France,3
466,2019,FR1,IT1,5.94716953862356,44.8661057098327,4,19/20,Ligue 1,Serie A,58500000,Ligue 1Serie A,France,4
467,2019,FR1,IT1,6.8787538343558,44.4560525179903,5,19/20,Ligue 1,Serie A,58500000,Ligue 1Serie A,France,5
468,2019,FR1,IT1,7.82371220208832,44.0778374952224,6,19/20,Ligue 1,Serie A,58500000,Ligue 1Serie A,France,6
469,2019,FR1,IT1,8.78095689717794,43.7318960060688,7,19/20,Ligue 1,Serie A,58500000,Ligue 1Serie A,France,7
470,2019,FR1,IT1,9.74938603215024,43.4186262649002,8,19/20,Ligue 1,Serie A,58500000,Ligue 1Serie A,France,8
471,2019,FR1,IT1,10.7278848450857,43.1383888775321,9,19/20,Ligue 1,Serie A,58500000,Ligue 1Serie A,France,9
472,2019,FR1,IT1,11.7153269828259,42.8915064261303,10,19/20,Ligue 1,Serie A,58500000,Ligue 1Serie A,France,10
473,2019,FR1,IT1,12.7105757975221,42.6782630978858,11,19/20,Ligue 1,Serie A,58500000,Ligue 1Serie A,France,11
474,2019,IT1,FR1,12.7174978118279,42.6726928267669,0,19/20,Serie A,Ligue 1,43200000,Serie ALigue 1,Italy,0
475,2019,IT1,FR1,11.8498773442848,43.2048841875529,1,19/20,Serie A,Ligue 1,43200000,Serie ALigue 1,Italy,1
476,2019,IT1,FR1,10.9647026934499,43.7073369293251,2,19/20,Serie A,Ligue 1,43200000,Serie ALigue 1,Italy,2
477,2019,IT1,FR1,10.0629927867361,44.1794726771023,3,19/20,Serie A,Ligue 1,43200000,Serie ALigue 1,Italy,3
478,2019,IT1,FR1,9.14578558534252,44.6207479538932,4,19/20,Serie A,Ligue 1,43200000,Serie ALigue 1,Italy,4
479,2019,IT1,FR1,8.21413688945487,45.0306548062949,5,19/20,Serie A,Ligue 1,43200000,Serie ALigue 1,Italy,5
480,2019,IT1,FR1,7.26911912290983,45.4087213891996,6,19/20,Serie A,Ligue 1,43200000,Serie ALigue 1,Italy,6
481,2019,IT1,FR1,6.31182009872473,45.7545125089371,7,19/20,Serie A,Ligue 1,43200000,Serie ALigue 1,Italy,7
482,2019,IT1,FR1,5.34334176691243,46.0676301242274,8,19/20,Serie A,Ligue 1,43200000,Serie ALigue 1,Italy,8
483,2019,IT1,FR1,4.36479894602305,46.3477138043676,9,19/20,Serie A,Ligue 1,43200000,Serie ALigue 1,Italy,9
484,2019,IT1,FR1,3.37731803987276,46.5944411441248,10,19/20,Serie A,Ligue 1,43200000,Serie ALigue 1,Italy,10
485,2019,IT1,FR1,2.38203574093668,46.8075281348576,11,19/20,Serie A,Ligue 1,43200000,Serie ALigue 1,Italy,11
486,2019,GB1,IT1,-1.23427854516184,52.9131706636476,0,19/20,Premier League,Serie A,167030000,Premier LeagueSerie A,United Kingdom,0
487,2019,GB1,IT1,-0.520566824116244,52.1830493259648,1,19/20,Premier League,Serie A,167030000,Premier LeagueSerie A,United Kingdom,1
488,2019,GB1,IT1,0.20790454132743,51.4676535905665,2,19/20,Premier League,Serie A,167030000,Premier LeagueSerie A,United Kingdom,2
489,2019,GB1,IT1,0.950831789802507,50.7672817664824,3,19/20,Premier League,Serie A,167030000,Premier LeagueSerie A,United Kingdom,3
490,2019,GB1,IT1,1.7079051320611,50.0822258980024,4,19/20,Premier League,Serie A,167030000,Premier LeagueSerie A,United Kingdom,4
491,2019,GB1,IT1,2.47880888015167,49.412771642898,5,19/20,Premier League,Serie A,167030000,Premier LeagueSerie A,United Kingdom,5
492,2019,GB1,IT1,3.26322157905585,48.7591981533076,6,19/20,Premier League,Serie A,167030000,Premier LeagueSerie A,United Kingdom,6
493,2019,GB1,IT1,4.06081614073042,48.1217779593345,7,19/20,Premier League,Serie A,167030000,Premier LeagueSerie A,United Kingdom,7
494,2019,GB1,IT1,4.87125998049788,47.5007768554058,8,19/20,Premier League,Serie A,167030000,Premier LeagueSerie A,United Kingdom,8
495,2019,GB1,IT1,5.69421515572914,46.8964537894407,9,19/20,Premier League,Serie A,167030000,Premier LeagueSerie A,United Kingdom,9
496,2019,GB1,IT1,6.52933850676054,46.3090607548722,10,19/20,Premier League,Serie A,167030000,Premier LeagueSerie A,United Kingdom,10
497,2019,GB1,IT1,7.37628179998607,45.7388426855707,11,19/20,Premier League,Serie A,167030000,Premier LeagueSerie A,United Kingdom,11
498,2019,GB1,IT1,8.23469187306535,45.1860373537101,12,19/20,Premier League,Serie A,167030000,Premier LeagueSerie A,United Kingdom,12
499,2019,GB1,IT1,9.1042107821871,44.6508752706201,13,19/20,Premier League,Serie A,167030000,Premier LeagueSerie A,United Kingdom,13
500,2019,GB1,IT1,9.98447595132597,44.1335795906666,14,19/20,Premier League,Serie A,167030000,Premier LeagueSerie A,United Kingdom,14
501,2019,GB1,IT1,10.8751203234313,43.6343660182004,15,19/20,Premier League,Serie A,167030000,Premier LeagueSerie A,United Kingdom,15
502,2019,GB1,IT1,11.7757725134845,43.1534427176107,16,19/20,Premier League,Serie A,167030000,Premier LeagueSerie A,United Kingdom,16
503,2019,GB1,IT1,12.6860569633603,42.6910102265249,17,19/20,Premier League,Serie A,167030000,Premier LeagueSerie A,United Kingdom,17
504,2019,IT1,GB1,12.7196237583851,42.6741634685888,0,19/20,Serie A,Premier League,165000000,Serie APremier League,Italy,0
505,2019,IT1,GB1,12.0061185048749,43.404486576337,1,19/20,Serie A,Premier League,165000000,Serie APremier League,Italy,1
506,2019,IT1,GB1,11.277849443949,44.1200882556221,2,19/20,Serie A,Premier League,165000000,Serie APremier League,Italy,2
507,2019,IT1,GB1,10.5351202526164,44.8206701115389,3,19/20,Serie A,Premier League,165000000,Serie APremier League,Italy,3
508,2019,IT1,GB1,9.77824063753794,45.5059400122177,4,19/20,Serie A,Premier League,165000000,Serie APremier League,Italy,4
509,2019,IT1,GB1,9.00752620588409,46.1756122106387,5,19/20,Serie A,Premier League,165000000,Serie APremier League,Italy,5
510,2019,IT1,GB1,8.2232983337311,46.8294074637844,6,19/20,Serie A,Premier League,165000000,Serie APremier League,Italy,6
511,2019,IT1,GB1,7.42588403205231,47.4670531490797,7,19/20,Serie A,Premier League,165000000,Serie APremier League,Italy,7
512,2019,IT1,GB1,6.61561581035955,48.0882833780708,8,19/20,Serie A,Premier League,165000000,Serie APremier League,Italy,8
513,2019,IT1,GB1,5.79283153805184,48.6928391072973,9,19/20,Serie A,Premier League,165000000,Serie APremier League,Italy,9
514,2019,IT1,GB1,4.95787430352896,49.2804682463089,10,19/20,Serie A,Premier League,165000000,Serie APremier League,Italy,10
515,2019,IT1,GB1,4.11109227112894,49.8509257627831,11,19/20,Serie A,Premier League,165000000,Serie APremier League,Italy,11
516,2019,IT1,GB1,3.25283853594881,50.4039737847007,12,19/20,Serie A,Premier League,165000000,Serie APremier League,Italy,12
517,2019,IT1,GB1,2.38347097660942,50.9393816995337,13,19/20,Serie A,Premier League,165000000,Serie APremier League,Italy,13
518,2019,IT1,GB1,1.50335210602553,51.4569262504079,14,19/20,Serie A,Premier League,165000000,Serie APremier League,Italy,14
519,2019,IT1,GB1,0.612848920243497,51.9563916291977,15,19/20,Serie A,Premier League,165000000,Serie APremier League,Italy,15
520,2019,IT1,GB1,-0.287667254590446,52.437569566514,16,19/20,Serie A,Premier League,165000000,Serie APremier League,Italy,16
521,2019,IT1,GB1,-1.19782091706744,52.9002594185502,17,19/20,Serie A,Premier League,165000000,Serie APremier League,Italy,17
522,2020,L1,ES1,9.9486244436738,51.5298538205156,0,20/21,Bundesliga,LaLiga,5000000,BundesligaLaLiga,Germany,0
523,2020,L1,ES1,8.84320317973488,51.6481875574238,1,20/21,Bundesliga,LaLiga,5000000,BundesligaLaLiga,Germany,1
524,2020,L1,ES1,7.73157462752732,51.6637119245886,2,20/21,Bundesliga,LaLiga,5000000,BundesligaLaLiga,Germany,2
525,2020,L1,ES1,6.62327994929232,51.5762936756074,3,20/21,Bundesliga,LaLiga,5000000,BundesligaLaLiga,Germany,3
526,2020,L1,ES1,5.52783169246771,51.3866831255874,4,20/21,Bundesliga,LaLiga,5000000,BundesligaLaLiga,Germany,4
527,2020,L1,ES1,4.45463214302795,51.0965077111546,5,20/21,Bundesliga,LaLiga,5000000,BundesligaLaLiga,Germany,5
528,2020,L1,ES1,3.41289262520365,50.7082580220856,6,20/21,Bundesliga,LaLiga,5000000,BundesligaLaLiga,Germany,6
529,2020,L1,ES1,2.41155444023516,50.2252664244538,7,20/21,Bundesliga,LaLiga,5000000,BundesligaLaLiga,Germany,7
530,2020,L1,ES1,1.4592121227466,49.6516784587681,8,20/21,Bundesliga,LaLiga,5000000,BundesligaLaLiga,Germany,8
531,2020,L1,ES1,0.564039673434783,48.9924172585962,9,20/21,Bundesliga,LaLiga,5000000,BundesligaLaLiga,Germany,9
532,2020,L1,ES1,-0.266279598778647,48.2531412950684,10,20/21,Bundesliga,LaLiga,5000000,BundesligaLaLiga,Germany,10
533,2020,L1,ES1,-1.02461902296349,47.4401958099429,11,20/21,Bundesliga,LaLiga,5000000,BundesligaLaLiga,Germany,11
534,2020,L1,ES1,-1.7044697347462,46.5605583540854,12,20/21,Bundesliga,LaLiga,5000000,BundesligaLaLiga,Germany,12
535,2020,L1,ES1,-2.29999654221126,45.6217788988088,13,20/21,Bundesliga,LaLiga,5000000,BundesligaLaLiga,Germany,13
536,2020,L1,ES1,-2.80608800963875,44.6319150341001,14,20/21,Bundesliga,LaLiga,5000000,BundesligaLaLiga,Germany,14
537,2020,L1,ES1,-3.21840032920723,43.5994628099313,15,20/21,Bundesliga,LaLiga,5000000,BundesligaLaLiga,Germany,15
538,2020,L1,ES1,-3.53339460410874,42.5332838142471,16,20/21,Bundesliga,LaLiga,5000000,BundesligaLaLiga,Germany,16
539,2020,L1,ES1,-3.74836722307319,41.4425291135217,17,20/21,Bundesliga,LaLiga,5000000,BundesligaLaLiga,Germany,17
540,2020,L1,ES1,-3.86147306559618,40.336560708708,18,20/21,Bundesliga,LaLiga,5000000,BundesligaLaLiga,Germany,18
541,2020,ES1,L1,-3.86242229864938,40.3307214714556,0,20/21,LaLiga,Bundesliga,3700000,LaLigaBundesliga,Spain,0
542,2020,ES1,L1,-2.91096616914193,40.6647687500532,1,20/21,LaLiga,Bundesliga,3700000,LaLigaBundesliga,Spain,1
543,2020,ES1,L1,-1.97375533137846,41.036914146766,2,20/21,LaLiga,Bundesliga,3700000,LaLigaBundesliga,Spain,2
544,2020,ES1,L1,-1.05231459942673,41.4465521921377,3,20/21,LaLiga,Bundesliga,3700000,LaLigaBundesliga,Spain,3
545,2020,ES1,L1,-0.148143129862877,41.8930164172919,4,20/21,LaLiga,Bundesliga,3700000,LaLigaBundesliga,Spain,4
546,2020,ES1,L1,0.737288017311553,42.3755804382561,5,20/21,LaLiga,Bundesliga,3700000,LaLigaBundesliga,Spain,5
547,2020,ES1,L1,1.60253827204036,42.8934591377674,6,20/21,LaLiga,Bundesliga,3700000,LaLigaBundesliga,Spain,6
548,2020,ES1,L1,2.44619989797718,43.4458099426346,7,20/21,LaLiga,Bundesliga,3700000,LaLigaBundesliga,Spain,7
549,2020,ES1,L1,3.26690028283051,44.0317341945796,8,20/21,LaLiga,Bundesliga,3700000,LaLigaBundesliga,Spain,8
550,2020,ES1,L1,4.06330417156294,44.6502786123279,9,20/21,LaLiga,Bundesliga,3700000,LaLigaBundesliga,Spain,9
551,2020,ES1,L1,4.8341158388113,45.3004368425685,10,20/21,LaLiga,Bundesliga,3700000,LaLigaBundesliga,Spain,10
552,2020,ES1,L1,5.57808119699311,45.9811510972607,11,20/21,LaLiga,Bundesliga,3700000,LaLigaBundesliga,Spain,11
553,2020,ES1,L1,6.29398983666968,46.6913138746239,12,20/21,LaLiga,Bundesliga,3700000,LaLigaBundesliga,Spain,12
554,2020,ES1,L1,6.98067699584615,47.4297697610098,13,20/21,LaLiga,Bundesliga,3700000,LaLigaBundesliga,Spain,13
555,2020,ES1,L1,7.6370254550045,48.1953173107258,14,20/21,LaLiga,Bundesliga,3700000,LaLigaBundesliga,Spain,14
556,2020,ES1,L1,8.26196735478636,48.9867110007517,15,20/21,LaLiga,Bundesliga,3700000,LaLigaBundesliga,Spain,15
557,2020,ES1,L1,8.85448593336835,49.8026632571681,16,20/21,LaLiga,Bundesliga,3700000,LaLigaBundesliga,Spain,16
558,2020,ES1,L1,9.41361718070317,50.6418465500008,17,20/21,LaLiga,Bundesliga,3700000,LaLigaBundesliga,Spain,17
559,2020,ES1,L1,9.93845140693526,51.5028955530727,18,20/21,LaLiga,Bundesliga,3700000,LaLigaBundesliga,Spain,18
560,2020,L1,FR1,2.373990788677,46.8151312885301,0,20/21,Bundesliga,Ligue 1,15000000,BundesligaLigue 1,Germany,9
561,2020,L1,FR1,3.33787085411091,47.1012360918917,1,20/21,Bundesliga,Ligue 1,15000000,BundesligaLigue 1,Germany,8
562,2020,L1,FR1,4.28041882571043,47.4512704620343,2,20/21,Bundesliga,Ligue 1,15000000,BundesligaLigue 1,Germany,7
563,2020,L1,FR1,5.19739985328873,47.8636617011617,3,20/21,Bundesliga,Ligue 1,15000000,BundesligaLigue 1,Germany,6
564,2020,L1,FR1,6.08469395845426,48.336556943246,4,20/21,Bundesliga,Ligue 1,15000000,BundesligaLigue 1,Germany,5
565,2020,L1,FR1,6.93831454559573,48.8678314789201,5,20/21,Bundesliga,Ligue 1,15000000,BundesligaLigue 1,Germany,4
566,2020,L1,FR1,7.7544263135806,49.4550983017563,6,20/21,Bundesliga,Ligue 1,15000000,BundesligaLigue 1,Germany,3
567,2020,L1,FR1,8.52936248769049,50.0957188330409,7,20/21,Bundesliga,Ligue 1,15000000,BundesligaLigue 1,Germany,2
568,2020,L1,FR1,9.25964129437052,50.7868147768588,8,20/21,Bundesliga,Ligue 1,15000000,BundesligaLigue 1,Germany,1
569,2020,L1,FR1,9.94198160477199,51.5252810522219,9,20/21,Bundesliga,Ligue 1,15000000,BundesligaLigue 1,Germany,0
570,2020,FR1,L1,9.94956172111757,51.520763926178,0,20/21,Ligue 1,Bundesliga,18750000,Ligue 1Bundesliga,France,9
571,2020,FR1,L1,8.98554693765282,51.2351133768894,1,20/21,Ligue 1,Bundesliga,18750000,Ligue 1Bundesliga,France,8
572,2020,FR1,L1,8.04283411925509,50.8855232153057,2,20/21,Ligue 1,Bundesliga,18750000,Ligue 1Bundesliga,France,7
573,2020,FR1,L1,7.12565885676478,50.4735641434025,3,20/21,Ligue 1,Bundesliga,18750000,Ligue 1Bundesliga,France,6
574,2020,FR1,L1,6.23814200126717,50.0010870854885,4,20/21,Ligue 1,Bundesliga,18750000,Ligue 1Bundesliga,France,5
575,2020,FR1,L1,5.38427114918662,49.4702148720371,5,20/21,Ligue 1,Bundesliga,18750000,Ligue 1Bundesliga,France,4
576,2020,FR1,L1,4.56788272609127,48.8833327018501,6,20/21,Ligue 1,Bundesliga,18750000,Ligue 1Bundesliga,France,3
577,2020,FR1,L1,3.7926447497057,48.243077425404,7,20/21,Ligue 1,Bundesliga,18750000,Ligue 1Bundesliga,France,2
578,2020,FR1,L1,3.06204034957667,47.552325697531,8,20/21,Ligue 1,Bundesliga,18750000,Ligue 1Bundesliga,France,1
579,2020,FR1,L1,2.37935211743811,46.8141810526632,9,20/21,Ligue 1,Bundesliga,18750000,Ligue 1Bundesliga,France,0
580,2020,L1,GB1,9.94808959143682,51.524941009034,0,20/21,Bundesliga,Premier League,189000000,BundesligaPremier League,Germany,0
581,2020,L1,GB1,8.97197213328501,51.8597782601902,1,20/21,Bundesliga,Premier League,189000000,BundesligaPremier League,Germany,1
582,2020,L1,GB1,7.98286779465887,52.1540466481995,2,20/21,Bundesliga,Premier League,189000000,BundesligaPremier League,Germany,2
583,2020,L1,GB1,6.98246188476682,52.4072447767938,3,20/21,Bundesliga,Premier League,189000000,BundesligaPremier League,Germany,3
584,2020,L1,GB1,5.97245896927115,52.6189412282541,4,20/21,Bundesliga,Premier League,189000000,BundesligaPremier League,Germany,4
585,2020,L1,GB1,4.95457996592295,52.7887752984918,5,20/21,Bundesliga,Premier League,189000000,BundesligaPremier League,Germany,5
586,2020,L1,GB1,3.93055921233492,52.9164576116429,6,20/21,Bundesliga,Premier League,189000000,BundesligaPremier League,Germany,6
587,2020,L1,GB1,2.90214151088858,53.0017706131284,7,20/21,Bundesliga,Premier League,189000000,BundesligaPremier League,Germany,7
588,2020,L1,GB1,1.8710791558108,53.0445689403394,8,20/21,Bundesliga,Premier League,189000000,BundesligaPremier League,Germany,8
589,2020,L1,GB1,0.839128947485076,53.0447796703172,9,20/21,Bundesliga,Premier League,189000000,BundesligaPremier League,Germany,9
590,2020,L1,GB1,-0.191950800914948,53.0024024440044,10,20/21,Bundesliga,Premier League,189000000,BundesligaPremier League,Germany,10
591,2020,L1,GB1,-1.22040325936971,52.917509466857,11,20/21,Bundesliga,Premier League,189000000,BundesligaPremier League,Germany,11
592,2020,GB1,L1,-1.23339818829052,52.9154848567832,0,20/21,Premier League,Bundesliga,72700000,Premier LeagueBundesliga,United Kingdom,0
593,2020,GB1,L1,-0.257228145543142,52.5808009394623,1,20/21,Premier League,Bundesliga,72700000,Premier LeagueBundesliga,United Kingdom,1
594,2020,GB1,L1,0.731922404912512,52.2866879247828,2,20/21,Premier League,Bundesliga,72700000,Premier LeagueBundesliga,United Kingdom,2
595,2020,GB1,L1,1.73236807512891,52.0336469442759,3,20/21,Premier League,Bundesliga,72700000,Premier LeagueBundesliga,United Kingdom,3
596,2020,GB1,L1,2.74240423169714,51.8221091479002,4,20/21,Premier League,Bundesliga,72700000,Premier LeagueBundesliga,United Kingdom,4
597,2020,GB1,L1,3.76030990022755,51.652434969416,5,20/21,Premier League,Bundesliga,72700000,Premier LeagueBundesliga,United Kingdom,5
598,2020,GB1,L1,4.78435069767331,51.5249135122518,6,20/21,Premier League,Bundesliga,72700000,Premier LeagueBundesliga,United Kingdom,6
599,2020,GB1,L1,5.81278178750069,51.4397620569085,7,20/21,Premier League,Bundesliga,72700000,Premier LeagueBundesliga,United Kingdom,7
600,2020,GB1,L1,6.84385085267072,51.3971256907404,8,20/21,Premier League,Bundesliga,72700000,Premier LeagueBundesliga,United Kingdom,8
601,2020,GB1,L1,7.87580108136673,51.3970770607452,9,20/21,Premier League,Bundesliga,72700000,Premier LeagueBundesliga,United Kingdom,9
602,2020,GB1,L1,8.90687416038038,51.4396162497823,10,20/21,Premier League,Bundesliga,72700000,Premier LeagueBundesliga,United Kingdom,10
603,2020,GB1,L1,9.93531327105591,51.5246707764316,11,20/21,Premier League,Bundesliga,72700000,Premier LeagueBundesliga,United Kingdom,11
604,2020,L1,IT1,12.7194664000327,42.6750640283958,0,20/21,Bundesliga,Serie A,6700000,BundesligaSerie A,Germany,9
605,2020,L1,IT1,12.5775158771036,43.7003755934881,1,20/21,Bundesliga,Serie A,6700000,BundesligaSerie A,Germany,8
606,2020,L1,IT1,12.3932444835764,44.718932322394,2,20/21,Bundesliga,Serie A,6700000,BundesligaSerie A,Germany,7
607,2020,L1,IT1,12.1669681089005,45.7289881420077,3,20/21,Bundesliga,Serie A,6700000,BundesligaSerie A,Germany,6
608,2020,L1,IT1,11.8990746500689,46.7288115520092,4,20/21,Bundesliga,Serie A,6700000,BundesligaSerie A,Germany,5
609,2020,L1,IT1,11.590023346661,47.7166885931099,5,20/21,Bundesliga,Serie A,6700000,BundesligaSerie A,Germany,4
610,2020,L1,IT1,11.2403439935853,48.6909257852271,6,20/21,Bundesliga,Serie A,6700000,BundesligaSerie A,Germany,3
611,2020,L1,IT1,10.8506360328727,49.6498530305534,7,20/21,Bundesliga,Serie A,6700000,BundesligaSerie A,Germany,2
612,2020,L1,IT1,10.4215675260754,50.5918264765415,8,20/21,Bundesliga,Serie A,6700000,BundesligaSerie A,Germany,1
613,2020,L1,IT1,9.95387400903436,51.515231333898,9,20/21,Bundesliga,Serie A,6700000,BundesligaSerie A,Germany,0
